"REF_DATE","GEO","DGUID","Persons in low income","Low income lines","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2016","Newfoundland and Labrador","2016A000210","All persons","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206132399","3.1.6.2","12.4","C","","","1"
"2017","Newfoundland and Labrador","2016A000210","All persons","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206132399","3.1.6.2","11.4","C","","","1"
"2018","Newfoundland and Labrador","2016A000210","All persons","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206132399","3.1.6.2","11.2","C","","","1"
"1976","Newfoundland and Labrador","2016A000210","Males","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96516690","3.5.1.2","27.7","","","","1"
"1977","Newfoundland and Labrador","2016A000210","Males","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96516690","3.5.1.2","20.2","","","","1"
"1978","Newfoundland and Labrador","2016A000210","Males","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96516690","3.5.1.2","23.9","","","","1"
"1979","Newfoundland and Labrador","2016A000210","Males","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96516690","3.5.1.2","24.0","","","","1"
"1980","Newfoundland and Labrador","2016A000210","Males","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96516690","3.5.1.2","25.0","","","","1"
"1981","Newfoundland and Labrador","2016A000210","Males","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96516690","3.5.1.2","19.1","","","","1"
"1982","Newfoundland and Labrador","2016A000210","Males","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96516690","3.5.1.2","19.8","","","","1"
"1983","Newfoundland and Labrador","2016A000210","Males","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96516690","3.5.1.2","25.5","","","","1"
"1984","Newfoundland and Labrador","2016A000210","Males","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96516690","3.5.1.2","22.7","","","","1"
"1985","Newfoundland and Labrador","2016A000210","Males","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96516690","3.5.1.2","22.5","","","","1"
"1986","Newfoundland and Labrador","2016A000210","Males","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96516690","3.5.1.2","22.5","","","","1"
"1987","Newfoundland and Labrador","2016A000210","Males","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96516690","3.5.1.2","21.1","","","","1"
"1988","Newfoundland and Labrador","2016A000210","Males","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96516690","3.5.1.2","18.1","","","","1"
"1989","Newfoundland and Labrador","2016A000210","Males","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96516690","3.5.1.2","16.0","","","","1"
"1990","Newfoundland and Labrador","2016A000210","Males","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96516690","3.5.1.2","16.6","","","","1"
"1991","Newfoundland and Labrador","2016A000210","Males","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96516690","3.5.1.2","16.4","","","","1"
"1992","Newfoundland and Labrador","2016A000210","Males","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96516690","3.5.1.2","19.6","","","","1"
"1993","Newfoundland and Labrador","2016A000210","Males","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96516690","3.5.1.2","16.9","C","","","1"
"1994","Newfoundland and Labrador","2016A000210","Males","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96516690","3.5.1.2","17.0","C","","","1"
"1995","Newfoundland and Labrador","2016A000210","Males","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96516690","3.5.1.2","18.6","C","","","1"
"1996","Newfoundland and Labrador","2016A000210","Males","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96516690","3.5.1.2","18.5","C","","","1"
"1997","Newfoundland and Labrador","2016A000210","Males","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96516690","3.5.1.2","18.8","C","","","1"
"1998","Newfoundland and Labrador","2016A000210","Males","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96516690","3.5.1.2","18.2","C","","","1"
"1999","Newfoundland and Labrador","2016A000210","Males","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96516690","3.5.1.2","20.0","C","","","1"
"2000","Newfoundland and Labrador","2016A000210","Males","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96516690","3.5.1.2","20.5","C","","","1"
"2001","Newfoundland and Labrador","2016A000210","Males","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96516690","3.5.1.2","19.1","C","","","1"
"2002","Newfoundland and Labrador","2016A000210","Males","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96516690","3.5.1.2","22.2","C","","","1"
"2003","Newfoundland and Labrador","2016A000210","Males","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96516690","3.5.1.2","19.2","C","","","1"
"2004","Newfoundland and Labrador","2016A000210","Males","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96516690","3.5.1.2","20.8","C","","","1"
"2005","Newfoundland and Labrador","2016A000210","Males","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96516690","3.5.1.2","18.8","D","","","1"
"2006","Newfoundland and Labrador","2016A000210","Males","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96516690","3.5.1.2","15.7","D","","","1"
"2007","Newfoundland and Labrador","2016A000210","Males","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96516690","3.5.1.2","14.1","D","","","1"
"2008","Newfoundland and Labrador","2016A000210","Males","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96516690","3.5.1.2","15.2","C","","","1"
"2009","Newfoundland and Labrador","2016A000210","Males","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96516690","3.5.1.2","13.6","C","","","1"
"2010","Newfoundland and Labrador","2016A000210","Males","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96516690","3.5.1.2","13.5","C","","","1"
"2011","Newfoundland and Labrador","2016A000210","Males","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96516690","3.5.1.2","11.9","D","","","1"
"2012","Newfoundland and Labrador","2016A000210","Males","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96516690","3.5.1.2","12.4","D","","","1"
"2013","Newfoundland and Labrador","2016A000210","Males","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96516690","3.5.1.2","11.9","D","","","1"
"2014","Newfoundland and Labrador","2016A000210","Males","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96516690","3.5.1.2","12.9","D","","","1"
"2015","Newfoundland and Labrador","2016A000210","Males","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96516690","3.5.1.2","13.0","D","","","1"
"2016","Newfoundland and Labrador","2016A000210","Males","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96516690","3.5.1.2","13.6","D","","","1"
"2017","Newfoundland and Labrador","2016A000210","Males","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96516690","3.5.1.2","13.7","C","","","1"
"2018","Newfoundland and Labrador","2016A000210","Males","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96516690","3.5.1.2","15.8","C","","","1"
"2015","Newfoundland and Labrador","2016A000210","Males","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206132411","3.5.6.2","11.6","D","","","1"
"2016","Newfoundland and Labrador","2016A000210","Males","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206132411","3.5.6.2","11.1","D","","","1"
"2017","Newfoundland and Labrador","2016A000210","Males","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206132411","3.5.6.2","9.9","D","","","1"
"2018","Newfoundland and Labrador","2016A000210","Males","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206132411","3.5.6.2","11.6","C","","","1"
"1976","Newfoundland and Labrador","2016A000210","Females","Low income measure after tax","Percentage of persons in low income","Percent","239","units","0","v96516738","3.9.1.2","28.4","","","","1"
